Source	Target	Type	Id	Label	timeset	Weight
hazardousmorata	conteholic	Directed	17574			1
hazardousmorata	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	17575			1
footballnew24	footballnew24	Directed	17576			1
footballnew24	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/hJ7TTM5oEs	Directed	17577			1
manchesterdrb	manchesterdrb	Directed	17578			1
manchesterdrb	"#MUFC #MCFC Official: Tony Pulis Sacked As Manager Of West Brom, Gary Megson Left In Charge Until Further Notice https://t.co/JP7rGxRMuN"	Directed	17579			1
jscdrifford_	wba	Directed	17580			1
jscdrifford_	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17581			2
jscdrifford_	skysportsnews	Directed	17582			1
chiddybangban	wba	Directed	17584			1
chiddybangban	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17585			2
chiddybangban	garylineker	Directed	17586			1
joelbaker___	wba	Directed	17588			1
joelbaker___	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17589			2
joelbaker___	garylineker	Directed	17590			1
ebenezeramissa9	brfootball	Directed	17592			1
ebenezeramissa9	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	17593			1
ebenezeramissa9	skysportsstatto	Directed	17594			1
ebenezeramissa9	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	17595			1
marcvwhittle	rorysmith	Directed	17596			1
marcvwhittle	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17597			1
alexpj_96	paddypower	Directed	17598			1
alexpj_96	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	17599			1
falobe245	wba	Directed	17600			1
falobe245	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17601			2
falobe245	garylineker	Directed	17602			1
harryloftus97	wba	Directed	17604			1
harryloftus97	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17605			2
harryloftus97	garylineker	Directed	17606			1
mrudanglangalia	rorysmith	Directed	17608			1
mrudanglangalia	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17609			1
praisemagidi	wba	Directed	17610			1
praisemagidi	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17611			2
praisemagidi	skysportsnews	Directed	17612			1
bennupson	oddsbible	Directed	17614			1
bennupson	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	17615			1
adambailey__	mancity	Directed	17616			1
adambailey__	RT @ManCity: #PEP: A big hug for Tony Pulis. It’s so difficult now. We have to accept that. Everybody knows when managers don’t have result…	Directed	17617			1
zackhxrry	conteholic	Directed	17618			1
zackhxrry	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	17619			1
azuka_alex	espnfc	Directed	17620			1
azuka_alex	RT @ESPNFC: West Brom sack manager Tony Pulis, the club have announced. https://t.co/agTtMhQ8F1	Directed	17621			1
iam_cgk	premierleague	Directed	17622			1
iam_cgk	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	17623			1
terryvitamin	terryvitamin	Directed	17624			1
terryvitamin	Thank God Tony Pulis en Big Sam are out of a job,these negative football-playing managers dnt deserve a place in da EPL 😒 #tonypulis	Directed	17625			1
__brooksey	oddsbible	Directed	17626			1
__brooksey	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	17627			1
lukesimo10	wba	Directed	17628			1
lukesimo10	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17629			2
lukesimo10	garylineker	Directed	17630			1
lugwaja	skysportsstatto	Directed	17632			1
lugwaja	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	17633			1
jamesmcfc_	rorysmith	Directed	17634			1
jamesmcfc_	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17635			1
el_in_charge	el_in_charge	Directed	17636			1
el_in_charge	West Brom sack head coach Tony Pulis after Chelsea defeat. https://t.co/taYVLwOixB https://t.co/xP6VRGvjOL… https://t.co/mStBJfhZsx	Directed	17637			1
joegunson	premierleague	Directed	17638			1
joegunson	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	17639			1
taden90	wba	Directed	17640			1
taden90	RT @beINSPORTSUSA: Struggling @WBA let go of Pulis: https://t.co/MoPSbuih5j 👋	Directed	17641			2
taden90	beinsportsusa	Directed	17642			1
shilaaryn	panditfootball	Directed	17644			1
shilaaryn	RT @panditfootball: [INFO] Tony Pulis dipecat dari jabatan manajer West Bromwich Albion. Liga Primer keras, Bung!	Directed	17645			1
monashehata	premierleague	Directed	17646			1
monashehata	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	17647			1
americanepl	americanepl	Directed	17648			1
americanepl	Tony Pulis has been sacked by #WBA. The Baggies are just one point outside the relegation zone and are winless in t… https://t.co/zp0bIhSQXe	Directed	17649			1
kirksimpson91	wba	Directed	17650			1
kirksimpson91	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17651			2
kirksimpson91	garylineker	Directed	17652			1
shuvamjai	rorysmith	Directed	17654			1
shuvamjai	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17655			1
shakka699	rorysmith	Directed	17656			1
shakka699	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17657			1
rossmcbride1990	davidpeat1	Directed	17658			1
rossmcbride1990	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	17659			1
paragmehta91	wba	Directed	17660			1
paragmehta91	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17661			2
paragmehta91	garylineker	Directed	17662			1
askbhargav	conteholic	Directed	17664			1
askbhargav	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	17665			1
jack_minister	wba	Directed	17666			1
jack_minister	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17667			2
jack_minister	garylineker	Directed	17668			1
drewskimargiela	wba	Directed	17670			1
drewskimargiela	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17671			2
drewskimargiela	garylineker	Directed	17672			1
drewskimargiela	rorysmith	Directed	17674			1
drewskimargiela	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17675			1
ivanadika7	espnfc	Directed	17676			1
ivanadika7	RT @ESPNFC: West Brom sack manager Tony Pulis, the club have announced. https://t.co/agTtMhQ8F1	Directed	17677			1
gavin_poulton	ryanpglasgow	Directed	17678			1
gavin_poulton	RT @RyanPGlasgow: Thank you Tony Pulis, thank you for our lowest ever home attendance in the Prem. Thank you for making our Away support no…	Directed	17679			1
ian_wba	stuwba68	Directed	17680			1
ian_wba	RT @stuwba68: Tony pulis arriving on his last morning at training and sees Nacer Chadli https://t.co/5ClJLma8dz	Directed	17681			1
jo_0717	elia22mangala	Directed	17682			2
jo_0717	RT @ManCityFra: @Elia22Mangala PEP : Je pense fort à Tony Pulis pour qui ça ne doit pas être facile en ce moment. On sait tous comment ça s…	Directed	17683			2
jo_0717	RT @ManCityFra: @Elia22Mangala C’est un homme incroyable et adorable. J’espère pouvoir partager un bon verre de vin rouge avec lui (Tony Pu…	Directed	17685			2
jo_0717	mancityfra	Directed	17686			2
jo_0717	mancity	Directed	17690			1
jo_0717	RT @ManCity: #PEP: A big hug for Tony Pulis. It’s so difficult now. We have to accept that. Everybody knows when managers don’t have result…	Directed	17691			1
notmaximilian	rorysmith	Directed	17692			1
notmaximilian	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17693			1
gracethomas9711	wba	Directed	17694			1
gracethomas9711	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17695			2
gracethomas9711	skysportsnews	Directed	17696			1
borofooty	borofooty	Directed	17698			1
borofooty	West Brom terminates Tony Pulis' contract https://t.co/cYaFbbK0wx https://t.co/AAegFjY4mU	Directed	17699			1
mohamedaljunai1	wba	Directed	17700			1
mohamedaljunai1	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17701			2
mohamedaljunai1	garylineker	Directed	17702			1
tom_wfc_hawkins	rorysmith	Directed	17704			1
tom_wfc_hawkins	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17705			1
emelieonochie	skysportsstatto	Directed	17706			1
emelieonochie	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	17707			1
emelieonochie	paddypower	Directed	17708			1
emelieonochie	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	17709			1
lanujaz	rorysmith	Directed	17710			1
lanujaz	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17711			1
lanujaz	wba	Directed	17712			1
lanujaz	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17713			2
lanujaz	garylineker	Directed	17714			1
jamesmallz96	wba	Directed	17716			1
jamesmallz96	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17717			2
jamesmallz96	skysportsnews	Directed	17718			1
juggybassra	oddsbible	Directed	17720			1
juggybassra	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	17721			1
sumukchelseafc	rorysmith	Directed	17722			1
sumukchelseafc	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17723			1
contetactics	contetactics	Directed	17724			1
contetactics	"Poor decision from West Bromwich Albion to sack Tony Pulis.

He will be back in the Premier League soon, saving a t… https://t.co/XWQWpckgEt"	Directed	17725			1
davejeffreensen	contetactics	Directed	17726			1
davejeffreensen	"RT @ConteTactics: Poor decision from West Bromwich Albion to sack Tony Pulis.

He will be back in the Premier League soon, saving a team fr…"	Directed	17727			1
sandeeprprabhu	rorysmith	Directed	17728			1
sandeeprprabhu	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17729			1
blazers_on_fire	wba	Directed	17730			1
blazers_on_fire	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	17731			1
ally_ewen10	wba	Directed	17732			1
ally_ewen10	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17733			2
ally_ewen10	garylineker	Directed	17734			1
ally_ewen10	bbcsport	Directed	17736			1
ally_ewen10	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	17737			1
daveacoley	wba	Directed	17738			1
daveacoley	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17739			2
daveacoley	garylineker	Directed	17740			1
saaadbaigg	wba	Directed	17742			1
saaadbaigg	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17743			2
saaadbaigg	skysportsnews	Directed	17744			1
macri_josh	wba	Directed	17746			1
macri_josh	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17747			2
macri_josh	garylineker	Directed	17748			1
jackwilshere22	elspanishgooner	Directed	17750			1
jackwilshere22	RT @elspanishgooner: Spurs humiliated, the press triggered because of a gif, Tony Pulis sacked. If this is a dream don’t you dare waking me…	Directed	17751			1
epl_goleador	epl_goleador	Directed	17752			1
epl_goleador	OFICIAL: El West Brom ha despedido a su entrenador Tony Pulis tras los malos resultados del equipo. https://t.co/WoN64qdbgK	Directed	17753			1
footyhl	footyhl	Directed	17754			1
footyhl	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/3jhQPuhIjS	Directed	17755			1
footyhlines	footyhlines	Directed	17756			1
footyhlines	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/SKjFTzkzjU	Directed	17757			1
blakery16	rorysmith	Directed	17758			1
blakery16	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17759			1
footymania247	footymania247	Directed	17760			1
footymania247	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/k6KqCw4sgC	Directed	17761			1
footyn247	footyn247	Directed	17762			1
footyn247	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/STO8locwFl	Directed	17763			1
footynew24	footynew24	Directed	17764			1
footynew24	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/dSDn1BGVKu	Directed	17765			1
jorgeboat	bbcsport	Directed	17766			1
jorgeboat	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	17767			1
footynew247	footynew247	Directed	17768			1
footynew247	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/6QGTbaMECA	Directed	17769			1
footystory	footystory	Directed	17770			1
footystory	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/f0i7MOjq1W	Directed	17771			1
footywnews	footywnews	Directed	17772			1
footywnews	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/qqV36HjG5O	Directed	17773			1
nsfooty	nsfooty	Directed	17774			1
nsfooty	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/sJJ8LPwItM	Directed	17775			1
premlnb	premlnb	Directed	17776			1
premlnb	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/Ll2yQYd8aY	Directed	17777			1
premlupdate	premlupdate	Directed	17778			1
premlupdate	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/64Ck0YVDPn	Directed	17779			1
premnewuk	premnewuk	Directed	17780			1
premnewuk	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/YAzeHZoY5q	Directed	17781			1
rathore_kishan	optajoe	Directed	17782			1
rathore_kishan	RT @OptaJoe: 0.99 - West Bromwich Albion have averaged under a goal a game in the Premier League under Tony Pulis (0.99 - 105 goals in 106…	Directed	17783			1
afrothundah_jd	rorysmith	Directed	17784			1
afrothundah_jd	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17785			1
cmoods76	wba	Directed	17786			1
cmoods76	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17787			2
cmoods76	garylineker	Directed	17788			1
tomb_116	mrdtafc	Directed	17790			1
tomb_116	RT @MrDtAFC: Tony Pulis has been sacked https://t.co/eztDBjzApd	Directed	17791			1
meggacoolfm	wba	Directed	17792			1
meggacoolfm	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17793			2
meggacoolfm	garylineker	Directed	17794			1
loladevilleblog	loladevilleblog	Directed	17796			1
loladevilleblog	West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League. https://t.co/PoXKLGcGTA https://t.co/8fB5vPf9Oq	Directed	17797			1
rudedoody	expressandstar	Directed	17798			1
rudedoody	RT @mattwilson_star: According to an @ExpressandStar poll, #wba fans want Koeman to replace Pulis. McInnes 2nd choice, Allardyce 3rd https:…	Directed	17799			2
rudedoody	mattwilson_star	Directed	17800			1
theafricafeeds	theafricafeeds	Directed	17802			1
theafricafeeds	West Brom sack Tony Pulis https://t.co/mfc0fGdAf8 https://t.co/vX5PaP2fCG	Directed	17803			1
byrongmsc	kikoperozo	Directed	17804			1
byrongmsc	RT @kikoperozo: Tony Pulis, despedido del West Bromwich Albion. Ojalá llegue un DT que aproveche mejor a Salomón Rondón. https://t.co/YNRU7…	Directed	17805			1
rtmonkeyboy	bbcsport	Directed	17806			1
rtmonkeyboy	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	17807			1
niall_mcsweeney	paddypower	Directed	17808			1
niall_mcsweeney	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	17809			1
rob_wwfc	wba	Directed	17810			1
rob_wwfc	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17811			2
rob_wwfc	garylineker	Directed	17812			1
callumjcd	elliothackney	Directed	17814			1
callumjcd	RT @ElliotHackney: A great time for us all to enjoy the best Tony Pulis video that has ever existed: https://t.co/v6dOgNZwFO	Directed	17815			1
stevenwbaprince	julesbreach	Directed	17816			1
stevenwbaprince	RT @julesbreach: After just 2 wins in 21 Premier League games it’s no surprise Tony Pulis has been sacked by WBA. He seemed to lack motivat…	Directed	17817			1
stevenwbaprince	ryanpglasgow	Directed	17818			1
stevenwbaprince	RT @RyanPGlasgow: Thank you Tony Pulis, thank you for our lowest ever home attendance in the Prem. Thank you for making our Away support no…	Directed	17819			1
efesmooth	wba	Directed	17820			1
efesmooth	Imagine @wba sack tony pulis and go ahead to employ ronald koeman, then it would be david moyes story written all over.	Directed	17821			1
jacobmillerr_	wba	Directed	17822			1
jacobmillerr_	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17823			2
jacobmillerr_	garylineker	Directed	17824			1
isaackaledzi	isaackaledzi	Directed	17826			1
isaackaledzi	West Brom sack Tony Pulis https://t.co/r79NzjZvFs	Directed	17827			1
simonw91	rorysmith	Directed	17828			1
simonw91	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17829			1
aquithegooner	rorysmith	Directed	17830			1
aquithegooner	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17831			1
aquithegooner	elspanishgooner	Directed	17832			1
aquithegooner	RT @elspanishgooner: Spurs humiliated, the press triggered because of a gif, Tony Pulis sacked. If this is a dream don’t you dare waking me…	Directed	17833			1
njl82	jpercytelegraph	Directed	17834			1
njl82	RT @JPercyTelegraph: Breaking: Tony Pulis sacked by West Brom #wba	Directed	17835			1
gavinhag	wba	Directed	17836			1
gavinhag	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17837			2
gavinhag	garylineker	Directed	17838			1
the_armanicode	extra_time_talk	Directed	17840			1
the_armanicode	"RT @LWOSShiven: PULIS SACKED! Covered by @extra_time_talk 

https://t.co/wIdCxJHrCs"	Directed	17841			2
the_armanicode	lwosshiven	Directed	17842			1
nfadhleenaa	premierleague	Directed	17844			1
nfadhleenaa	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	17845			1
samjbox	skysportsstatto	Directed	17846			1
samjbox	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	17847			1
besttopicin	besttopicin	Directed	17848			1
besttopicin	Premier League: West Brom fires coach Tony Pulis https://t.co/gDUtHjweJA	Directed	17849			1
enenaijadotcom	enenaijadotcom	Directed	17850			1
enenaijadotcom	Premier League!! West Brom SACK Manager Tony Pulis After 4-0 Defeat Against Chelsea https://t.co/P7ThXRU6jZ	Directed	17851			1
lewisgallagher3	lewisgallagher3	Directed	17852			1
lewisgallagher3	Tony Pulis: West Brom sack head coach after Chelsea defeat https://t.co/yoyoldeZxq	Directed	17853			1
thescoreepl	thescoreepl	Directed	17854			1
thescoreepl	West Brom terminates Tony Pulis' contract https://t.co/CvZ98ODdEu https://t.co/uwfb2vamam	Directed	17855			1
matthewcannone	wba	Directed	17856			1
matthewcannone	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	17857			1
habergecesicom	habergecesicom	Directed	17858			1
habergecesicom	Tony Pulis kovuldu! https://t.co/NkcLo40m7W https://t.co/ZgjQEtKFiG	Directed	17859			1
greggmcguire_	davidpeat1	Directed	17860			1
greggmcguire_	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	17861			1
joshdarnie1	rorysmith	Directed	17862			1
joshdarnie1	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17863			1
lwosshiven	extra_time_talk	Directed	17864			1
lwosshiven	"PULIS SACKED! Covered by @extra_time_talk 

https://t.co/wIdCxJHrCs"	Directed	17865			1
lwos_edwin	extra_time_talk	Directed	17866			1
lwos_edwin	"RT @LWOSShiven: PULIS SACKED! Covered by @extra_time_talk 

https://t.co/wIdCxJHrCs"	Directed	17867			2
lwos_edwin	lwosshiven	Directed	17868			1
azharazam	azharazam	Directed	17870			1
azharazam	Is India Really a Victim of Terrorism as the Fiend Kindles in Iraq but Trims in Afghanistan, Pakistan, Nigeria &amp; Sy… https://t.co/aLRWxPWq8W	Directed	17871			1
dr_nausheenpti	azharazam	Directed	17872			1
dr_nausheenpti	RT @AzharAzam: Is India Really a Victim of Terrorism as the Fiend Kindles in Iraq but Trims in Afghanistan, Pakistan, Nigeria &amp; Syria https…	Directed	17873			1
dr_nausheenpti	puretruthful	Directed	17874			4
dr_nausheenpti	"RT @PureTruthful: #HaarKoHarao
#MakhdoomAminFahim
#PhotoshopMaryamNawaz
Hasan Ali
#PuppetLNGPM
#LHRBvFATA
Comilla Victorians
Charles Manson…"	Directed	17875			2
dr_nausheenpti	"RT @PureTruthful: More
#HaarKoHarao
#MakhdoomAminFahim
#PhotoshopMaryamNawaz
Hasan Ali
#PuppetLNGPM
#LHRBvFATA
Comilla Victorians
Charles M…"	Directed	17877			2
squares86	snarka	Directed	17882			1
squares86	RT @snarka: Tony Pulis removed from the hawthorns https://t.co/d5I0sqMzrl	Directed	17883			1
simplyotoole	simplyotoole	Directed	17884			1
simplyotoole	You can tell Tony Pulis is a shit manager, because anyone who loses to Rob Page instantly needs to think about a new career path	Directed	17885			1
nathanntfc	simplyotoole	Directed	17886			1
nathanntfc	RT @SimplyOToole: You can tell Tony Pulis is a shit manager, because anyone who loses to Rob Page instantly needs to think about a new care…	Directed	17887			1
hwestmacott_	oldbob1944	Directed	17888			1
hwestmacott_	RT @oldbob1944: Sad to see a Hard Brexit manager like Tony Pulis go. Another foreign chairman sacks a British manager. They will probably g…	Directed	17889			1
tjp343	tjp343	Directed	17890			1
tjp343	Hopefully we will never have to see Tony Pulis coach a top level Club again.	Directed	17891			1
ashland33harry	wba	Directed	17892			1
ashland33harry	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	17893			2
ashland33harry	skysportsnews	Directed	17894			1
trickybrah	paddypower	Directed	17896			1
trickybrah	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	17897			1
trickybrah	accatrackertm	Directed	17898			1
trickybrah	"RT @AccaTrackerTM: In Tony Pulis' 106 games in charge of West Brom, the Baggies averaged less than a goal per game.

😴 https://t.co/x865J3g…"	Directed	17899			1
troopa_pa	wba	Directed	17900			1
troopa_pa	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17901			2
troopa_pa	garylineker	Directed	17902			1
richie_haddad17	sistoney67	Directed	17904			1
richie_haddad17	"RT @sistoney67: Pep: ""Big hug to Tony Pulis"""	Directed	17905			1
tammurdoch	wba	Directed	17906			1
tammurdoch	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17907			2
tammurdoch	garylineker	Directed	17908			1
guillermoparga	lamediainglesa	Directed	17910			1
guillermoparga	RT @LaMediaInglesa: El West Brom ha anunciado el despido de Tony Pulis. El equipo no ganaba desde agosto. Eran ya diez jornadas sin ganar (…	Directed	17911			1
guillermoparga	wba	Directed	17912			1
guillermoparga	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17913			2
guillermoparga	garylineker	Directed	17914			1
bunk20	wba	Directed	17916			1
bunk20	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17917			2
bunk20	garylineker	Directed	17918			1
laksarluve	laksarluve	Directed	17920			1
laksarluve	"Tony hataki kumwaga ndani.
Tony Pulis out"	Directed	17921			1
john07lawrence	wba	Directed	17922			1
john07lawrence	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	17923			2
john07lawrence	garylineker	Directed	17924			1
mattiebee59	rorysmith	Directed	17926			1
mattiebee59	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	17927			1
gr_lloyd	davidpeat1	Directed	17928			1
gr_lloyd	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	17929			1
awolite	premierleague	Directed	17930			1
awolite	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	17931			1
alfbertinho	alfbertinho	Directed	17932			1
alfbertinho	"#OFICIAL | Tony Pulis destituido. Después de 3 años deja de ser el DT del #WBA 
https://t.co/XIqclRG0Fj"	Directed	17933			1
jimmyboyb	paddypower	Directed	17934			1
jimmyboyb	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	17935			1
mihlali21	premierleague	Directed	17936			1
