Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,modularity_class,weighted indegree,weighted outdegree,Weighted Degree
"#stopbrexit","#stopbrexit",<[2017-11-27T22:57:06.385Z]>,Hashtag,,,,,,,,,,,,,,,,158,1,0,1
http://pbs.twimg.com/media/DPqvtoOXcAANDrS.jpg,http://pbs.twimg.com/media/DPqvtoOXcAANDrS.jpg,<[2017-11-27T22:57:06.385Z]>,Media,,,,,,,,,,,,,,,,158,1,0,1
935281354186674177,"Jacinda Ardern congratulates Prince Harry, Meghan Markle on their engagement https://t.co/nS6UXsjR6y",<[2017-11-27T22:57:06.452Z]>,Tweet,,,,,,,Mon Nov 27 22:57:06 GMT 2017,en,,,,,,,,159,1,1,2
@nznews4,@nznews4,<[2017-11-27T22:57:06.452Z]>,User,,,,,,,Tue Nov 07 20:43:27 GMT 2017,en,All the news from the major news outlets across New Zealand! If you have an android device check out the Premier News app here: http://bit.ly/NewsNZ,,http://pbs.twimg.com/profile_images/928001012127821824/f6i7bLyL_bigger.jpg,68,9,New Zealand News,"Auckland, New Zealand",159,0,1,1
http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11948726&ref=rss,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11948726&ref=rss,<[2017-11-27T22:57:06.452Z]>,Link,,,,,,,,,,,,,,,,159,1,0,1
935281355876978690,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:06.902Z]>,Tweet,,,,,,,Mon Nov 27 22:57:06 GMT 2017,en,,,,,,,,1,1,0,1
@altheaaikens,@altheaaikens,<[2017-11-27T22:57:06.902Z]>,User,,,,,,,Wed Oct 02 05:05:35 IST 2013,en,"Jamerican BX girl, Mother, Writer, Avid Reader, Academic and Good Spirit Earth",,http://pbs.twimg.com/profile_images/913488082778943488/hitr-kFH_bigger.jpg,207,45,Althea,,1,0,3,3
935281358255132673,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:57:07.617Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,35,1,1,2
@natashacaudilll,@natashacaudilll,<[2017-11-27T22:57:07.617Z]>,User,,,,,,,Tue May 21 01:57:36 IST 2013,en,knox college '20 american studies and business (also abraham lincoln's secret actual wife),,http://pbs.twimg.com/profile_images/929964477721796608/l2BRFVs__bigger.jpg,594,555,Natasha 🦃,"334 / 901 / 309 ",35,0,5,5
935281359169507329,Michael Ross gonna FUCK YOU UP Prince Harry! https://t.co/KEpQInKvdS,<[2017-11-27T22:57:07.683Z]>,Tweet,,,United States,city,"Fountainebleau, FL",Fountainebleau,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,129,1,1,2
@thebabajr,@thebabajr,<[2017-11-27T22:57:07.683Z]>,User,,,,,,,Wed Mar 27 02:26:53 GMT 2013,en,"Yes I came, I saw, I conquered.",,http://pbs.twimg.com/profile_images/923370421336133634/RB5_A20p_bigger.jpg,295,247,BaBa,"Miami, FL",129,0,3,3
935281359425359872,RT @Cyn_Santana: The way she looks at him. Love is so dope https://t.co/DQ0sN3uAMq,<[2017-11-27T22:57:07.787Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,129,1,1,2
@tammy436,@tammy436,<[2017-11-27T22:57:07.787Z]>,User,,,,,,,Sat May 21 02:48:09 IST 2011,en,Atlanta|Auburn University|sc: tammy_tam436|,,http://pbs.twimg.com/profile_images/914570917686235136/LxtQ33x8_bigger.jpg,271,361,tåm✨,Atlanta ➡️ Auburn,129,0,5,5
935281360318713856,"RT @Nova_Magazine17: Prince Harry says Donald Trump is not welcome at his wedding with Meghan Markle: 'Trump is a serious threat to huma… ",<[2017-11-27T22:57:08.004Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,92,1,0,1
@bettie003,@bettie003,<[2017-11-27T22:57:08.004Z]>,User,,,,,,,Fri Aug 28 20:45:44 IST 2009,en,If you tell the truth you never have to remember what you said. Patriotism knows no party.🇺🇸 #resist,,http://pbs.twimg.com/profile_images/918787903416950784/1PrTv-28_bigger.jpg,592,506,Maria,"New Jersey, USA",92,0,3,3
935237194419200000,"Prince Harry says Donald Trump is not welcome at his wedding with Meghan Markle: 'Trump is a serious threat to human rights'
https://t.co/6rgnaoZD7Y

#PrinceHarry #MeghanMarkle #MeghanAndHarry #NotMyPresident #TrumpIsAMoron #Resistance #Resist #ResignTrump #Trump",<[2017-11-27T22:57:08.004Z]>,Tweet,,,,,,,Mon Nov 27 20:01:37 GMT 2017,en,,,,,,,,92,2,10,12
@nova_magazine17,@nova_magazine17,<[2017-11-27T22:57:08.004Z]>,User,,,,,,,Sun Jun 12 13:02:32 IST 2016,en,Magazine for everyone !,,http://pbs.twimg.com/profile_images/812678767667712004/ZOlq5EH__bigger.jpg,7217,20090,Nova Magazine,United States,92,1,1,2
"#meghanandharry","#meghanandharry",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#notmypresident","#notmypresident",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#trumpisamoron","#trumpisamoron",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#resistance","#resistance",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#resist","#resist",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#resigntrump","#resigntrump",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
"#trump","#trump",<[2017-11-27T22:57:08.004Z]>,Hashtag,,,,,,,,,,,,,,,,92,1,0,1
https://www.nova-magazine.net/prince-harry-donald-trump-not-welcome-wedding-meghan-markle/,https://www.nova-magazine.net/prince-harry-donald-trump-not-welcome-wedding-meghan-markle/,<[2017-11-27T22:57:08.004Z]>,Link,,,,,,,,,,,,,,,,92,1,0,1
935281361614712832,"RT @medialens: BBC: 'Meghan Markle can help modernise the monarchy alongside Prince Harry.' 

It would be nice to have a more mode… ",<[2017-11-27T22:57:08.198Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,160,1,0,1
@johndoc1968,@johndoc1968,<[2017-11-27T22:57:08.198Z]>,User,,,,,,,Thu Jun 14 21:23:17 IST 2012,en,"Celtic fan, YES to Independence for Scotland, NO to imperial rule from  the London Wastemonster.",,http://pbs.twimg.com/profile_images/775348121857589248/Ub_dejrX_bigger.jpg,730,739,john doherty,Glasgow,160,0,3,3
935281362621394945,RT @joolz_mc: We demand a bank holiday! https://t.co/P6IICqdS9a,<[2017-11-27T22:57:08.446Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,161,1,1,2
@holidaycravings,@holidaycravings,<[2017-11-27T22:57:08.446Z]>,User,,,,,,,Tue Dec 20 21:14:51 GMT 2016,en,"Loves traveling, loves sea, loves life. Commercial enquiries: https://uMail.link/HolidayCravings",,http://pbs.twimg.com/profile_images/842857087344525312/09cgZp03_bigger.jpg,2335,3969,Holiday Cravings,"London, England",161,0,5,5
https://twitter.com/BhamUpdates/status/935177321505533952,https://twitter.com/BhamUpdates/status/935177321505533952,<[2017-11-27T22:57:08.446Z]>,Link,,,,,,,,,,,,,,,,161,2,0,2
935279784321576960,We demand a bank holiday! https://t.co/P6IICqdS9a,<[2017-11-27T22:57:08.446Z]>,Tweet,,,United Kingdom,city,"Birmingham, England",Birmingham,Mon Nov 27 22:50:51 GMT 2017,en,,,,,,,,161,2,1,3
@joolz_mc,@joolz_mc,<[2017-11-27T22:57:08.446Z]>,User,,,,,,,Mon Jun 20 11:29:23 IST 2011,en,"Lawyer, scientist, cake-maker, crime fighter, urban gardener, camper and geocacher. Recently adopted by a cat. All views are my own.",,http://pbs.twimg.com/profile_images/896442461035409410/Wiim2mHZ_bigger.jpg,266,347,joolz,Brum,161,1,3,4
935177321505533952,"BREAKING: There are no plans for a bank holiday on the day of Prince Harry's wedding to Meghan Markle, says Downing Street. https://t.co/dDmL5DrrTS",<[2017-11-27T22:57:08.446Z]>,Tweet,,,,,,,Mon Nov 27 16:03:42 GMT 2017,en,,,,,,,,161,3,1,4
@bhamupdates,@bhamupdates,<[2017-11-27T22:57:08.446Z]>,User,,,,,,,Sat Aug 13 05:52:53 IST 2011,en,"Award-winning News, Travel, Weather & Lifestyle Updates. Facebook: http://fb.com/bhamupdates Email: luke@birminghamupdates.com Editor: @mrlkdds",,http://pbs.twimg.com/profile_images/884370816191913984/h7l3lNlY_bigger.jpg,999,208232,Birmingham Updates,"Birmingham, UK",161,2,1,3
http://pbs.twimg.com/media/DPpqzwOW4AATRrA.jpg,http://pbs.twimg.com/media/DPpqzwOW4AATRrA.jpg,<[2017-11-27T22:57:08.446Z]>,Media,,,,,,,,,,,,,,,,161,1,0,1
935281360247201793,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:08.651Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,1,1,0,1
@puffingtonbear,@puffingtonbear,<[2017-11-27T22:57:08.651Z]>,User,,,,,,,Sat Feb 04 00:02:53 GMT 2017,en,,,http://pbs.twimg.com/profile_images/827946615759478784/osakBKo-_bigger.jpg,175,14,Uncle Kenny,,1,0,3,3
935281359710404608,Barack Obama Just Tweeted the Nicest Congrats Message to Meghan Markle and Prince Harry https://t.co/AgAxZs51Vr #Culture https://t.co/ndqrm9F2IO,<[2017-11-27T22:57:08.952Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,162,1,3,4
@jminja1,@jminja1,<[2017-11-27T22:57:08.952Z]>,User,,,,,,,Tue Dec 11 16:43:18 GMT 2012,en,,,http://pbs.twimg.com/profile_images/2962204843/a4d6e28808144eb09d6394fa2271073c_bigger.jpeg,372,545,jankovic minja,,162,0,1,1
"#culture","#culture",<[2017-11-27T22:57:08.952Z]>,Hashtag,,,,,,,,,,,,,,,,162,1,0,1
http://dlvr.it/Q39Zc2,http://dlvr.it/Q39Zc2,<[2017-11-27T22:57:08.952Z]>,Link,,,,,,,,,,,,,,,,162,1,0,1
http://pbs.twimg.com/media/DPrJcCqU8AAAkw4.jpg,http://pbs.twimg.com/media/DPrJcCqU8AAAkw4.jpg,<[2017-11-27T22:57:08.952Z]>,Media,,,,,,,,,,,,,,,,162,1,0,1
935281365121150976,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:08.983Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,1,1,0,1
@becca_emily2,@becca_emily2,<[2017-11-27T22:57:08.983Z]>,User,,,,,,,Thu Dec 03 16:07:55 GMT 2015,en-GB,,,http://pbs.twimg.com/profile_images/888058668431880192/67DA8B1n_bigger.jpg,76,43,Beccaaaa,"England, United Kingdom",1,0,3,3
935281366236909570,RT @chairmann_: Tomorrow's Daily Mail headline: Prince Harry to marry grime influenced actress Meghan Markle.,<[2017-11-27T22:57:09.351Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,174,1,0,1
@boxingempire20,@boxingempire20,<[2017-11-27T22:57:09.351Z]>,User,,,,,,,Sun Jul 10 23:20:05 IST 2016,en,Hardcore boxing fan. Carl Frampton fan. All things boxing.,,http://pbs.twimg.com/profile_images/819915536280784898/oOhEYzoh_bigger.jpg,1438,827,TheBoxingEmpire,,174,0,3,3
935281365838376961,I’m not crying. You’re crying. https://t.co/Ry93ueiKUb,<[2017-11-27T22:57:09.353Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,28,1,1,2
935281366614380544,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:09.373Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,1,1,0,1
@marytracy82,@marytracy82,<[2017-11-27T22:57:09.373Z]>,User,,,,,,,Mon Jun 01 05:51:25 IST 2015,en,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,408,45,Mary,,1,0,3,3
935281367184826369,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:09.760Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,1,1,0,1
@claitt_candida,@claitt_candida,<[2017-11-27T22:57:09.760Z]>,User,,,,,,,Tue May 21 00:32:56 IST 2013,en,"lover of all things Broadway!!! 🌟🌟🌟, Guy Wilson is one of my faves and Alison Sweeney gives me life!!! love is love is love is love 💚💚",,http://pbs.twimg.com/profile_images/818986613225254913/qKk0Jmf2_bigger.jpg,551,394,Broadway_girl,pennsylvania,1,0,3,3
935281367125856256,"The part of ""we will tackle whatever's coming together as a couple"".... I can't even :'''
They're one of the real ensembles of how love should meet each other needs and consequences as well. 

https://t.co/kWajfDx3jR",<[2017-11-27T22:57:09.761Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,163,1,1,2
@armadhea,@armadhea,<[2017-11-27T22:57:09.761Z]>,User,,,,,,,Fri Oct 16 15:50:42 IST 2009,en,I am won by perfect love. His love.,,http://pbs.twimg.com/profile_images/934113338795073536/3qsZrCcz_bigger.jpg,461,639,Agatha A. Vashti,Rivendell,163,0,1,1
http://www.bbc.com/news/av/uk-42139382/prince-harry-and-meghan-markle-engagement-interview-in-full,http://www.bbc.com/news/av/uk-42139382/prince-harry-and-meghan-markle-engagement-interview-in-full,<[2017-11-27T22:57:09.761Z]>,Link,,,,,,,,,,,,,,,,163,1,0,1
935281363501981696,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:57:09.762Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,35,1,1,2
@kotaromama0704,@kotaromama0704,<[2017-11-27T22:57:09.762Z]>,User,,,,,,,Wed Jun 08 01:45:53 IST 2016,ja,気まぐれで鍵垢。燕5 川端選手 高校野球観戦 YS 5/52/1 …燕ファン。パ/Fs12/68/10贔屓 。選手の悪口が苦手で、見かけたらブロックしてます。フォローリク見ていませんので、鍵が開いてる時だと嬉しいです🙏 写真はえみふる中心 写真の無断使用、再配布はご遠慮ください。,,http://pbs.twimg.com/profile_images/922246171275378688/C9MYH4x6_bigger.jpg,358,662,小太郎ママ  冬眠したい🍊,神宮にすみたい地方組,35,0,5,5
935281360519884800,Le prince Harry et Meghan Markle se marieront en 2018 https://t.co/4mlcRbtY6q https://t.co/tRrTgilWNE,<[2017-11-27T22:57:09.762Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,fr,,,,,,,,164,1,2,3
@msn_quebec,@msn_quebec,<[2017-11-27T22:57:09.762Z]>,User,,,,,,,Tue Jul 12 18:35:12 IST 2011,en,Le portail québécois où vous informer et vous divertir. Retrouvez-nous aussi sur Facebook : http://facebook.com/msncanadafr,,http://pbs.twimg.com/profile_images/885186570881441792/5LdijXun_bigger.jpg,898,12014,MSN Québec,"Montréal, Québec",164,0,1,1
http://www.msn.com/fr-ca/divertissement/celebrite/le-prince-harry-et-meghan-markle-se-marieront-en-2018/ar-BBFOXVZ?ocid=ob-tw-frca-680,http://www.msn.com/fr-ca/divertissement/celebrite/le-prince-harry-et-meghan-markle-se-marieront-en-2018/ar-BBFOXVZ?ocid=ob-tw-frca-680,<[2017-11-27T22:57:09.762Z]>,Link,,,,,,,,,,,,,,,,164,1,0,1
http://pbs.twimg.com/media/DPrJcKVVwAM2qJo.jpg,http://pbs.twimg.com/media/DPrJcKVVwAM2qJo.jpg,<[2017-11-27T22:57:09.762Z]>,Media,,,,,,,,,,,,,,,,164,1,0,1
935281320531451904,RT @opfavestyles: Prince Harry and Meghan Markle announcing their engagement at Kensington Palace 💍 https://t.co/hFKo9IEzqM,<[2017-11-27T22:57:09.763Z]>,Tweet,,,,,,,Mon Nov 27 22:56:58 GMT 2017,en,,,,,,,,101,1,4,5
@elfnoigoijai,@elfnoigoijai,<[2017-11-27T22:57:09.763Z]>,User,,,,,,,Sat Jun 02 06:09:06 IST 2012,th,whose side r u on,,http://pbs.twimg.com/profile_images/931169692353306625/U4qV_frE_bigger.jpg,721,1360,good afternoon,bkk,101,0,3,3
935281366186344448,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:09.763Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,1,1,0,1
@nadirahanifah,@nadirahanifah,<[2017-11-27T22:57:09.763Z]>,User,,,,,,,Thu Aug 26 09:36:27 IST 2010,en,thankyou for coming to my tedtalk,,http://pbs.twimg.com/profile_images/929632531514769409/oqyfsBFI_bigger.jpg,825,1017,🍀,@netcojbi @MAGNUM14_FK,1,0,3,3
935281365548802049,RT @Cyn_Santana: The way she looks at him. Love is so dope https://t.co/DQ0sN3uAMq,<[2017-11-27T22:57:09.765Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,129,1,1,2
@milenavincent,@milenavincent,<[2017-11-27T22:57:09.765Z]>,User,,,,,,,Sat Jul 30 05:46:20 IST 2011,en,"i study, i work, i travel. ◡̈ i may not always agree with everything i understand, but i understand.   http://www.reveillerstudios.com",,http://pbs.twimg.com/profile_images/902597302694559744/GjxzkZw-_bigger.jpg,153,311,ℳilenka,canada,129,0,5,5
935281359014080512,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:10.172Z]>,Tweet,,,,,,,Mon Nov 27 22:57:07 GMT 2017,en,,,,,,,,1,1,0,1
@beryl_otumfuor,@beryl_otumfuor,<[2017-11-27T22:57:10.172Z]>,User,,,,,,,Sat Feb 25 22:37:52 GMT 2017,en,Educational psychologist|Researcher|World traveller|❤️all|Lover of 🌎 News|#Data Scientist#,,http://pbs.twimg.com/profile_images/836575378219094017/CYo8JS_w_bigger.jpg,71,47,Beryl Otumfuor,"Suwanee, GA",1,0,3,3
935281339233853446,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:57:10.175Z]>,Tweet,,,,,,,Mon Nov 27 22:57:02 GMT 2017,en,,,,,,,,35,1,1,2
@shawn_esq,@shawn_esq,<[2017-11-27T22:57:10.175Z]>,User,,,,,,,Sat Jan 28 07:43:16 GMT 2012,en,,,http://pbs.twimg.com/profile_images/934596391342522368/sjaluYSY_bigger.jpg,337,410,shawn,,35,0,5,5
935281367608365056,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:57:10.178Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,35,1,1,2
@xolivialouisex,@xolivialouisex,<[2017-11-27T22:57:10.178Z]>,User,,,,,,,Tue Apr 12 12:46:25 IST 2011,en,Psychology student 🎓 IG: oliviaellmer,,http://pbs.twimg.com/profile_images/924227125934161920/R-6i96SP_bigger.jpg,498,568,Olivia_,Bude/ Bristol,35,0,5,5
935281368384393217,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:57:10.180Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,35,1,1,2
@zelajesus,@zelajesus,<[2017-11-27T22:57:10.180Z]>,User,,,,,,,Sun Jul 20 13:48:16 IST 2014,tr,ABİ BEN GELEMİYORUM -zelajesusxoxo@gmail.com spotify: zelajesus ig: zela.jesus https://t.co/bkHufmw4Bm önce şuraya: @cafune_art şuraya da alalım: @florteatmalik,,http://pbs.twimg.com/profile_images/879060841995292672/9UsOAvXw_bigger.png,582,80850,oh föşik Zela Jesus,,35,0,5,5
935281368698777600,"RT @NunciusTerrarum: จากการสืบต้นตระกูล พบว่า Meghan Markle เป็นทายาทโดยตรงกับพระเจ้าจอห์นแห่งอังกฤษ และยังเป็นทายาทห่างๆ (ห่างมากๆ) กับ… ",<[2017-11-27T22:57:10.182Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,th,,,,,,,,105,1,0,1
935145545814876161,จากการสืบต้นตระกูล พบว่า Meghan Markle เป็นทายาทโดยตรงกับพระเจ้าจอห์นแห่งอังกฤษ และยังเป็นทายาทห่างๆ (ห่างมากๆ) กับเจ้าชายแฮร์รี่และราชวงศ์อังกฤษผ่านทายาทชื่อ Elizabeth Bowes,<[2017-11-27T22:57:10.182Z]>,Tweet,,,,,,,Mon Nov 27 13:57:26 GMT 2017,th,,,,,,,,105,2,0,2
935281355604160512,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:10.183Z]>,Tweet,,,,,,,Mon Nov 27 22:57:06 GMT 2017,en,,,,,,,,1,1,0,1
935281369026002945,"RT @eveewing: the monarchy is a relic of colonialism that—
[reads headline]
GO PRINCESS! BLACK PRINCESS! [hits ferocious cabbage… ",<[2017-11-27T22:57:10.184Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,35,1,0,1
@tyjosts,@tyjosts,<[2017-11-27T22:57:10.184Z]>,User,,,,,,,Sun Aug 10 17:48:35 IST 2014,en,24. she/her 🐧 ✈️ ⚡️,,http://pbs.twimg.com/profile_images/923319706789937152/ogZzw397_bigger.jpg,166,164,кристие✌🏾,NYC,35,0,5,5
935281364353482752,RT @Telegraph: Prince Harry and Meghan Markle talk about the blind date that started it all off https://t.co/IkTBA36Ppb,<[2017-11-27T22:57:10.185Z]>,Tweet,,,,,,,Mon Nov 27 22:57:08 GMT 2017,en,,,,,,,,33,1,1,2
@luwoo5,@luwoo5,"<[2017-11-27T22:57:10.185Z, 2017-11-27T22:57:17.879Z]>",User,,,,,,,Wed May 31 17:20:19 IST 2017,en,Hello You!  I wish you well.  Please have a wonderful life.  Equal rights for all.  Life Liberty and the Pursuit of Happiness.    ❤Love💛Peace💚Truth💙Justice💜,,http://pbs.twimg.com/profile_images/888611329015021568/xXGxwdms_bigger.jpg,1200,1326,Lu Woo,🇺🇸     🌎    🌌,33,0,6,6
http://pbs.twimg.com/amplify_video_thumb/935247354801934336/img/ft_Sf3_kBone0w8W.jpg,http://pbs.twimg.com/amplify_video_thumb/935247354801934336/img/ft_Sf3_kBone0w8W.jpg,<[2017-11-27T22:57:10.185Z]>,Media,,,,,,,,,,,,,,,,33,2,0,2
935256933723815936,Prince Harry and Meghan Markle talk about the blind date that started it all off https://t.co/IkTBA36Ppb,<[2017-11-27T22:57:10.185Z]>,Tweet,,,,,,,Mon Nov 27 21:20:03 GMT 2017,en,,,,,,,,33,2,1,3
@telegraph,@telegraph,<[2017-11-27T22:57:10.185Z]>,User,,,,,,,Thu Sep 18 07:50:54 IST 2008,en,"Think ahead with the latest news, comment, analysis and video. Subscriber-only articles marked #premium.",,http://pbs.twimg.com/profile_images/883386553707495427/972lqUoX_bigger.jpg,607,2344172,The Telegraph,"London, UK",33,1,1,2
935281370221473792,"RT @yleniaindenial: Nella stessa giornata: 

-La proposta del Principe Harry a Meghan Markle.
-La proposta di Daniele Bossari a Filippa… ",<[2017-11-27T22:57:10.188Z]>,Tweet,,,,,,,Mon Nov 27 22:57:10 GMT 2017,it,,,,,,,,165,1,0,1
@ventodiparole,@ventodiparole,<[2017-11-27T22:57:10.188Z]>,User,,,,,,,Sun Feb 21 09:49:46 GMT 2016,it,Uomo,,http://pbs.twimg.com/profile_images/768339867059232768/7PRK8rwH_bigger.jpg,140,89,ventodiparole,,165,0,3,3
935258243710029824,"Nella stessa giornata: 

-La proposta del Principe Harry a Meghan Markle.
-La proposta di Daniele Bossari a Filippa Lagerback. 

#GFvip https://t.co/gcbcgdQPQ9",<[2017-11-27T22:57:10.188Z]>,Tweet,,,,,,,Mon Nov 27 21:25:16 GMT 2017,it,,,,,,,,165,2,2,4
@yleniaindenial,@yleniaindenial,<[2017-11-27T22:57:10.188Z]>,User,,,,,,,Tue Jul 05 15:48:37 IST 2011,it,,,http://pbs.twimg.com/profile_images/924936653625610240/pv1w2fsm_bigger.jpg,5335,5810,🐒 yleniah 🐒,"a casa Costanzo/De Filippi ",165,1,1,2
"#gfvip","#gfvip",<[2017-11-27T22:57:10.188Z]>,Hashtag,,,,,,,,,,,,,,,,165,1,0,1
http://pbs.twimg.com/tweet_video_thumb/DPq0Z9jWAAAJcna.jpg,http://pbs.twimg.com/tweet_video_thumb/DPq0Z9jWAAAJcna.jpg,<[2017-11-27T22:57:10.188Z]>,Media,,,,,,,,,,,,,,,,165,1,0,1
935281370234064897,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:10.228Z]>,Tweet,,,,,,,Mon Nov 27 22:57:10 GMT 2017,en,,,,,,,,1,1,0,1
@mari_a_n_n,@mari_a_n_n,<[2017-11-27T22:57:10.228Z]>,User,,,,,,,Mon Sep 01 17:05:29 IST 2014,en,🖤👽,,http://pbs.twimg.com/profile_images/876440795326410752/221w6v4u_bigger.jpg,433,94,MariAnn Valdez,TAWA,1,0,3,3
935281353314013186,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:10.229Z]>,Tweet,,,,,,,Mon Nov 27 22:57:05 GMT 2017,en,,,,,,,,1,1,0,1
@worcsorce,@worcsorce,<[2017-11-27T22:57:10.229Z]>,User,,,,,,,Sat Jan 25 08:37:08 GMT 2014,en,,,http://pbs.twimg.com/profile_images/426999535509192704/NMWGS0xH_bigger.jpeg,241,36,Worcester Sorcerer,Worcester,1,0,3,3
935281370112385025,RT @gleefulthoughts: KNUCK IF YOU BUCKINGHAM PALACE 🗣 https://t.co/NGMUcfDk7a,<[2017-11-27T22:57:10.307Z]>,Tweet,,,,,,,Mon Nov 27 22:57:09 GMT 2017,en,,,,,,,,35,1,1,2
@brookewillliams,@brookewillliams,<[2017-11-27T22:57:10.307Z]>,User,,,,,,,Tue Feb 01 23:01:46 GMT 2011,en,living my best life. Penn State T&F '21. ||ig: _brookelynnw|| 7.7.13 ♡,,http://pbs.twimg.com/profile_images/924780933756129280/LvtkGEQF_bigger.jpg,849,1138,Brooke-Lynn,"Massachusetts, USA",35,0,5,5
935281370376687616,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:57:10.307Z]>,Tweet,,,,,,,Mon Nov 27 22:57:10 GMT 2017,en,,,,,,,,1,1,0,1
@cathsvoid,@cathsvoid,<[2017-11-27T22:57:10.307Z]>,User,,,,,,,Sat Feb 08 23:49:07 GMT 2014,en-gb,ain’t got time,,http://pbs.twimg.com/profile_images/934936347336376321/kYmsIzvx_bigger.jpg,415,411,CATH,fossa,1,0,3,3
935281370364022784,This is so dope 😍 https://t.co/Hce1fSUyRs,<[2017-11-27T22:57:10.308Z]>,Tweet,,,,,,,Mon Nov 27 22:57:10 GMT 2017,en,,,,,,,,129,1,1,2
